,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_call_straddle,行权价_call_straddle,成交量(手)_call_straddle,到期剩余天数_call_straddle,期权代码_call_straddle,收盘价_call_straddle,到期ETF收盘价_call_straddle,现期ETF收盘价_call_straddle,monthly_RV_call_straddle,option_type_call_straddle,期权收益率_call_straddle,IV_call_straddle,在值程度_call_straddle,Unnamed: 0_put_straddle,行权价_put_straddle,成交量(手)_put_straddle,到期剩余天数_put_straddle,期权代码_put_straddle,收盘价_put_straddle,到期ETF收盘价_put_straddle,现期ETF收盘价_put_straddle,monthly_RV_put_straddle,option_type_put_straddle,期权收益率_put_straddle,IV_put_straddle,在值程度_put_straddle,Return_straddle,Return
59,619,2016-09-06,2.15,2931.0,50,10000710.SH,0.0109,2.311,2.286,0.1418783612649499,put,-0.6,0.169195732945621,0.94,126,2.3,4911.0,50,10000701.SH,0.05,2.311,2.286,0.1418783612649499,call,-0.4679999999999985,0.1576904329312145,1,126,2.3,2689.0,50,10000706.SH,0.07,2.311,2.286,0.1418783612649499,put,-0.6,0.1970068886643648,1,-0.5449999999999994,-0.5395050412465621
60,622,2016-09-07,2.15,2163.0,49,10000710.SH,0.0105,2.311,2.29,0.1416548152867771,put,-0.6122448979591837,0.1716883979437947,0.94,127,2.3,4860.0,49,10000701.SH,0.05,2.311,2.29,0.1416548152867771,call,-0.4775510204081618,0.1535540514659285,1,127,2.3,2344.0,49,10000706.SH,0.06,2.311,2.29,0.1416548152867771,put,-0.6122448979591837,0.1748393363097309,1,-0.5510204081632647,-0.544559532355655
61,625,2016-09-08,2.15,1017.0,48,10000710.SH,0.0097,2.311,2.29,0.1401651649125748,put,-0.625,0.1689495658857822,0.94,128,2.3,2593.0,48,10000701.SH,0.05,2.311,2.29,0.1401651649125748,call,-0.4874999999999985,0.1553555413488745,1,128,2.3,1717.0,48,10000706.SH,0.06,2.311,2.29,0.1401651649125748,put,-0.625,0.1764229713249504,1,-0.5624999999999993,-0.5564556331006971
62,628,2016-09-09,2.15,1489.0,47,10000710.SH,0.009,2.311,2.28,0.1410089949870735,put,-0.6382978723404256,0.1591061617460549,0.94,129,2.3,4445.0,47,10000701.SH,0.05,2.311,2.28,0.1410089949870735,call,-0.4978723404255304,0.172136922671467,1,129,2.3,2813.0,47,10000706.SH,0.06,2.311,2.28,0.1410089949870735,put,-0.6382978723404256,0.1624165424570441,1,-0.5744680851063824,-0.5687802822835467
63,648,2016-09-27,2.1,1916.0,29,10000712.SH,0.0018,2.311,2.229,0.084262480820158,put,-1.0344827586206895,0.1343090325926542,0.94,139,2.25,32762.0,29,10000700.SH,0.02,2.311,2.229,0.084262480820158,call,2.120689655172411,0.1097819123450815,1,139,2.25,25823.0,29,10000705.SH,0.04,2.311,2.229,0.084262480820158,put,-1.0344827586206895,0.1225492804769277,1,0.01724137931034385,0.049768929968004826
64,653,2016-09-29,2.1,3493.0,27,10000712.SH,0.0014,2.311,2.23,0.0864734008777375,put,-1.1111111111111112,0.1329364575190544,0.94,141,2.25,34602.0,27,10000700.SH,0.02,2.311,2.23,0.0864734008777375,call,2.2777777777777746,0.1125135322446823,1,141,2.25,19495.0,27,10000705.SH,0.04,2.311,2.23,0.0864734008777375,put,-1.1111111111111112,0.1287309943050145,1,0.018518518518517466,0.045506257110351625
65,656,2016-09-30,2.1,4288.0,26,10000712.SH,0.0019,2.311,2.235,0.0870587481641912,put,-1.1538461538461535,0.1480025968365669,0.94,142,2.25,29367.0,26,10000700.SH,0.02,2.311,2.235,0.0870587481641912,call,2.365384615384612,0.1058332258123457,1,142,2.25,16619.0,26,10000705.SH,0.04,2.311,2.235,0.0870587481641912,put,-1.1538461538461535,0.1427421319375038,1,0.019230769230768135,0.05759300940023731
66,676,2016-10-18,2.15,5599.0,36,10000719.SH,0.0035,2.415,2.282,0.1064505487210175,put,-0.8333333333333334,0.1398879053449034,0.94,149,2.25,21891.0,36,10000716.SH,0.05,2.415,2.282,0.1064505487210175,call,1.9166666666666676,0.0971598602645397,1,149,2.25,17289.0,36,10000721.SH,0.02,2.415,2.282,0.1064505487210175,put,-0.8333333333333334,0.1252560452520847,1,1.1309523809523812,1.2343358395989978
67,679,2016-10-19,2.15,5288.0,35,10000719.SH,0.0035,2.415,2.279,0.1065200437025209,put,-0.8571428571428571,0.1394965414429902,0.94,150,2.3,24447.0,35,10000717.SH,0.02,2.415,2.279,0.1065200437025209,call,4.07142857142858,0.0963418465286493,1,150,2.3,13190.0,35,10000722.SH,0.05,2.415,2.279,0.1065200437025209,put,-0.8571428571428571,0.1471228923241794,1,0.5510204081632677,0.6251342642320112
68,683,2016-10-20,2.15,2084.0,34,10000719.SH,0.0029,2.415,2.28,0.105506604364928,put,-0.8823529411764706,0.1359567425689697,0.94,151,2.3,16075.0,34,10000717.SH,0.02,2.415,2.28,0.105506604364928,call,4.191176470588244,0.0964333992172479,1,151,2.3,8968.0,34,10000722.SH,0.05,2.415,2.28,0.105506604364928,put,-0.8823529411764706,0.1509671515714824,1,0.567226890756305,0.6298763916893163
69,687,2016-10-21,2.15,3615.0,33,10000719.SH,0.0024,2.415,2.295,0.0965842039591078,put,-0.9090909090909092,0.143018220514059,0.94,152,2.3,34587.0,33,10000717.SH,0.03,2.415,2.295,0.0965842039591078,call,2.5757575757575824,0.1093346989189386,1,152,2.3,23582.0,33,10000722.SH,0.04,2.415,2.295,0.0965842039591078,put,-0.9090909090909092,0.1449397540915608,1,0.5844155844155869,0.6374394835933325
70,713,2016-11-08,2.2,7537.0,50,10000623.SH,0.01,2.278,2.338,0.0971258422109068,put,-0.6,0.1623775610388517,0.94,158,2.35,15599.0,50,10000669.SH,0.05,2.278,2.338,0.0971258422109068,call,-0.6,0.1512381141511499,1,158,2.35,8258.0,50,10000670.SH,0.06,2.278,2.338,0.0971258422109068,put,0.1200000000000006,0.1669609175118208,1,-0.20727272727272694,-0.16799999999999962
71,728,2016-11-10,2.2,12846.0,48,10000623.SH,0.0065,2.278,2.344,0.100677298600421,put,-0.625,0.149230571114242,0.94,160,2.35,19287.0,48,10000669.SH,0.04,2.278,2.344,0.100677298600421,call,-0.625,0.1163168431214988,1,160,2.35,14757.0,48,10000670.SH,0.05,2.278,2.344,0.100677298600421,put,0.2750000000000008,0.1491602972731888,1,-0.12499999999999956,-0.08607784431137668
72,785,2016-11-21,2.25,14382.0,37,10000624.SH,0.0045,2.278,2.39,0.0959261932365195,put,-0.8108108108108109,0.146736237186849,0.94,167,2.4,59655.0,37,10000691.SH,0.03,2.278,2.39,0.0959261932365195,call,-0.8108108108108109,0.1057954960910678,1,167,2.4,47982.0,37,10000693.SH,0.05,2.278,2.39,0.0959261932365195,put,1.167567567567566,0.1572510873142481,1,0.42567567567567455,0.49937354573116044
73,824,2016-11-25,2.3,24716.0,33,10000662.SH,0.0036,2.278,2.451,0.0909131062950011,put,4.646464646464595,0.1513926689177751,0.94,171,2.45,67833.0,33,10000692.SH,0.03,2.278,2.451,0.0909131062950011,call,-0.9090909090909092,0.0913800007506013,1,171,2.45,33393.0,33,10000694.SH,0.04,2.278,2.451,0.0909131062950011,put,3.000000000000003,0.1464054315737486,1,1.3246753246753264,1.144578313253017
74,845,2016-11-29,2.3,20466.0,29,10000670.SH,0.007,2.278,2.446,0.0990317018065824,put,2.216748768472877,0.1872249368826746,0.94,173,2.45,58062.0,29,10000743.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,173,2.45,28758.0,29,10000744.SH,0.04,2.278,2.446,0.0990317018065824,put,3.41379310344828,0.1463477343064546,1,1.189655172413795,1.0911667453944314
75,845,2016-11-29,2.3,20466.0,29,10000670.SH,0.007,2.278,2.446,0.0990317018065824,put,2.216748768472877,0.1872249368826746,0.94,173,2.45,58062.0,29,10000743.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,174,2.45,25601.0,29,10000775.SH,0.05,2.278,2.446,0.0990317018065824,put,2.524137931034486,0.1827179935261011,1,0.9425287356321859,0.8350643955130915
76,845,2016-11-29,2.3,20466.0,29,10000670.SH,0.007,2.278,2.446,0.0990317018065824,put,2.216748768472877,0.1872249368826746,0.94,174,2.45,43381.0,29,10000770.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,173,2.45,28758.0,29,10000744.SH,0.04,2.278,2.446,0.0990317018065824,put,3.41379310344828,0.1463477343064546,1,1.189655172413795,1.0911667453944314
77,845,2016-11-29,2.3,20466.0,29,10000670.SH,0.007,2.278,2.446,0.0990317018065824,put,2.216748768472877,0.1872249368826746,0.94,174,2.45,43381.0,29,10000770.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,174,2.45,25601.0,29,10000775.SH,0.05,2.278,2.446,0.0990317018065824,put,2.524137931034486,0.1827179935261011,1,0.9425287356321859,0.8350643955130915
78,846,2016-11-29,2.3,13877.0,29,10000772.SH,0.0068,2.278,2.446,0.0990317018065824,put,2.312373225152099,0.1856712829887867,0.94,173,2.45,58062.0,29,10000743.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,173,2.45,28758.0,29,10000744.SH,0.04,2.278,2.446,0.0990317018065824,put,3.41379310344828,0.1463477343064546,1,1.189655172413795,1.0853589598643352
79,846,2016-11-29,2.3,13877.0,29,10000772.SH,0.0068,2.278,2.446,0.0990317018065824,put,2.312373225152099,0.1856712829887867,0.94,173,2.45,58062.0,29,10000743.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,174,2.45,25601.0,29,10000775.SH,0.05,2.278,2.446,0.0990317018065824,put,2.524137931034486,0.1827179935261011,1,0.9425287356321859,0.8305702917771928
80,846,2016-11-29,2.3,13877.0,29,10000772.SH,0.0068,2.278,2.446,0.0990317018065824,put,2.312373225152099,0.1856712829887867,0.94,174,2.45,43381.0,29,10000770.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,173,2.45,28758.0,29,10000744.SH,0.04,2.278,2.446,0.0990317018065824,put,3.41379310344828,0.1463477343064546,1,1.189655172413795,1.0853589598643352
81,846,2016-11-29,2.3,13877.0,29,10000772.SH,0.0068,2.278,2.446,0.0990317018065824,put,2.312373225152099,0.1856712829887867,0.94,174,2.45,43381.0,29,10000770.SH,0.04,2.278,2.446,0.0990317018065824,call,-1.0344827586206895,0.144549701491177,1,174,2.45,25601.0,29,10000775.SH,0.05,2.278,2.446,0.0990317018065824,put,2.524137931034486,0.1827179935261011,1,0.9425287356321859,0.8305702917771928
82,907,2016-12-12,2.25,3194.0,44,10000754.SH,0.0085,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1588241723126173,0.94,189,2.4,4265.0,44,10000752.SH,0.05,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1619011413513719,1,189,2.4,2444.0,44,10000757.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.41528925619834894,-0.3929690998656536
83,907,2016-12-12,2.25,3194.0,44,10000754.SH,0.0085,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1588241723126173,0.94,189,2.4,4265.0,44,10000752.SH,0.05,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1619011413513719,1,190,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.41528925619834894,-0.3929690998656536
84,907,2016-12-12,2.25,3194.0,44,10000754.SH,0.0085,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1588241723126173,0.94,190,2.4,20209.0,44,10000779.SH,0.04,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1316243811296522,1,189,2.4,2444.0,44,10000757.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.3886363636363656,-0.36140089418778165
85,907,2016-12-12,2.25,3194.0,44,10000754.SH,0.0085,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1588241723126173,0.94,190,2.4,20209.0,44,10000779.SH,0.04,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1316243811296522,1,190,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.3886363636363656,-0.36140089418778165
86,908,2016-12-12,2.25,3343.0,44,10000818.SH,0.0087,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1599809786800145,0.94,189,2.4,4265.0,44,10000752.SH,0.05,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1619011413513719,1,189,2.4,2444.0,44,10000757.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.41528925619834894,-0.3923988153998045
87,908,2016-12-12,2.25,3343.0,44,10000818.SH,0.0087,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1599809786800145,0.94,189,2.4,4265.0,44,10000752.SH,0.05,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1619011413513719,1,190,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.41528925619834894,-0.3923988153998045
88,908,2016-12-12,2.25,3343.0,44,10000818.SH,0.0087,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1599809786800145,0.94,190,2.4,20209.0,44,10000779.SH,0.04,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1316243811296522,1,189,2.4,2444.0,44,10000757.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.3886363636363656,-0.3606989943244072
89,908,2016-12-12,2.25,3343.0,44,10000818.SH,0.0087,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1599809786800145,0.94,190,2.4,20209.0,44,10000779.SH,0.04,2.357,2.386,0.1345127474412524,call,-0.6818181818181818,0.1316243811296522,1,190,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,-0.3886363636363656,-0.3606989943244072
90,972,2017-01-16,2.2,10024.0,37,10000836.SH,0.0046,2.396,2.339,0.117006818287717,put,-0.8108108108108109,0.1499933909766674,0.94,228,2.3,34986.0,37,10000833.SH,0.05,2.396,2.339,0.117006818287717,call,0.7459459459459473,0.0701826923184991,1,228,2.3,29582.0,37,10000838.SH,0.03,2.396,2.339,0.117006818287717,put,-0.8108108108108109,0.1666305291310251,1,0.16216216216216303,0.22152125600401568
91,974,2017-01-17,2.2,4040.0,36,10000836.SH,0.0032,2.396,2.329,0.0891783604990136,put,-0.8333333333333334,0.1318132681545018,0.94,229,2.35,15232.0,36,10000834.SH,0.03,2.396,2.329,0.0891783604990136,call,0.4444444444444395,0.1274207656586766,1,229,2.35,12183.0,36,10000839.SH,0.05,2.396,2.329,0.0891783604990136,put,-0.8333333333333334,0.1424702752886116,1,-0.3541666666666686,-0.3342013888888909
92,977,2017-01-18,2.2,4931.0,35,10000836.SH,0.0027,2.396,2.344,0.0905229389756252,put,-0.8571428571428571,0.138941741686821,0.94,230,2.35,34154.0,35,10000834.SH,0.03,2.396,2.344,0.0905229389756252,call,0.4571428571428521,0.104960554644525,1,230,2.35,24952.0,35,10000839.SH,0.04,2.396,2.344,0.0905229389756252,put,-0.8571428571428571,0.1367397683958708,1,-0.2938775510204104,-0.27127998301846984
93,980,2017-01-19,2.2,5197.0,34,10000836.SH,0.003,2.396,2.334,0.0910156603228334,put,-0.8823529411764706,0.1370143668570518,0.94,231,2.35,33362.0,34,10000834.SH,0.03,2.396,2.334,0.0910156603228334,call,0.4705882352941124,0.1235896194266676,1,231,2.35,20364.0,34,10000839.SH,0.04,2.396,2.334,0.0910156603228334,put,-0.8823529411764706,0.1202396612513363,1,-0.3025210084033637,-0.2765583845478514
94,983,2017-01-20,2.2,1246.0,33,10000836.SH,0.0017,2.396,2.349,0.0902583395369205,put,-0.9090909090909092,0.1330361164352894,0.94,232,2.35,29423.0,33,10000834.SH,0.03,2.396,2.349,0.0902583395369205,call,0.4848484848484795,0.0994710888147354,1,232,2.35,18450.0,33,10000839.SH,0.03,2.396,2.349,0.0902583395369205,put,-0.9090909090909092,0.1133616463111341,1,-0.2121212121212148,-0.19179791049431127
95,986,2017-01-23,2.2,2622.0,30,10000836.SH,0.0016,2.396,2.3480000000000003,0.0877787529826727,put,-1.0,0.1368837135410309,0.94,233,2.35,44819.0,30,10000834.SH,0.03,2.396,2.3480000000000003,0.0877787529826727,call,0.5333333333333274,0.1071305202572345,1,233,2.35,23731.0,30,10000839.SH,0.03,2.396,2.3480000000000003,0.0877787529826727,put,-1.0,0.1162998558062315,1,-0.23333333333333628,-0.21232876712329074
96,1001,2017-02-03,2.2,1103.0,47,10000679.SH,0.0032,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1245000203157663,0.94,237,2.35,4468.0,47,10000695.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,237,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5219414893617002
97,1001,2017-02-03,2.2,1103.0,47,10000679.SH,0.0032,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1245000203157663,0.94,237,2.35,4468.0,47,10000695.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,238,2.35,12900.0,47,10000793.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5219414893617002
98,1001,2017-02-03,2.2,1103.0,47,10000679.SH,0.0032,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1245000203157663,0.94,238,2.35,13152.0,47,10000788.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,237,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5219414893617002
99,1001,2017-02-03,2.2,1103.0,47,10000679.SH,0.0032,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1245000203157663,0.94,238,2.35,13152.0,47,10000788.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,238,2.35,12900.0,47,10000793.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5219414893617002
100,1002,2017-02-03,2.2,2455.0,47,10000828.SH,0.003,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1226632445007562,0.94,237,2.35,4468.0,47,10000695.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,237,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5222437137330735
101,1002,2017-02-03,2.2,2455.0,47,10000828.SH,0.003,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1226632445007562,0.94,237,2.35,4468.0,47,10000695.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,238,2.35,12900.0,47,10000793.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5222437137330735
102,1002,2017-02-03,2.2,2455.0,47,10000828.SH,0.003,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1226632445007562,0.94,238,2.35,13152.0,47,10000788.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,237,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5222437137330735
103,1002,2017-02-03,2.2,2455.0,47,10000828.SH,0.003,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1226632445007562,0.94,238,2.35,13152.0,47,10000788.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.6382978723404256,0.1207997062136232,1,238,2.35,12900.0,47,10000793.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,-0.5265957446808492,-0.5222437137330735
104,1010,2017-02-06,2.2,778.0,44,10000679.SH,0.0029,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1261460613628625,0.94,239,2.35,3489.0,44,10000695.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,239,2.35,4495.0,44,10000697.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5580120268836201
105,1010,2017-02-06,2.2,778.0,44,10000679.SH,0.0029,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1261460613628625,0.94,239,2.35,3489.0,44,10000695.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,240,2.35,14622.0,44,10000793.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5580120268836201
106,1010,2017-02-06,2.2,778.0,44,10000679.SH,0.0029,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1261460613628625,0.94,240,2.35,17598.0,44,10000788.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,239,2.35,4495.0,44,10000697.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5580120268836201
107,1010,2017-02-06,2.2,778.0,44,10000679.SH,0.0029,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1261460613628625,0.94,240,2.35,17598.0,44,10000788.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,240,2.35,14622.0,44,10000793.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5580120268836201
108,1011,2017-02-06,2.2,2190.0,44,10000828.SH,0.0028,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1251540021512508,0.94,239,2.35,3489.0,44,10000695.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,239,2.35,4495.0,44,10000697.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5581723975506337
109,1011,2017-02-06,2.2,2190.0,44,10000828.SH,0.0028,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1251540021512508,0.94,239,2.35,3489.0,44,10000695.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,240,2.35,14622.0,44,10000793.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5581723975506337
110,1011,2017-02-06,2.2,2190.0,44,10000828.SH,0.0028,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1251540021512508,0.94,240,2.35,17598.0,44,10000788.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,239,2.35,4495.0,44,10000697.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5581723975506337
111,1011,2017-02-06,2.2,2190.0,44,10000828.SH,0.0028,2.336,2.343,0.08536325892515,put,-0.6818181818181818,0.1251540021512508,0.94,240,2.35,17598.0,44,10000788.SH,0.04,2.336,2.343,0.08536325892515,call,-0.6818181818181818,0.1239613734102547,1,240,2.35,14622.0,44,10000793.SH,0.04,2.336,2.343,0.08536325892515,put,-0.4431818181818142,0.1225365846939385,1,-0.562499999999998,-0.5581723975506337
112,1019,2017-02-07,2.2,838.0,43,10000679.SH,0.0033,2.336,2.335,0.0867517070890332,put,-0.6976744186046512,0.1261465381997823,0.94,241,2.35,4948.0,43,10000695.SH,0.03,2.336,2.335,0.0867517070890332,call,-0.6976744186046512,0.1065637995780706,1,241,2.35,3635.0,43,10000697.SH,0.04,2.336,2.335,0.0867517070890332,put,-0.4534883720930192,0.110922923489511,1,-0.5581395348837187,-0.5512360099020233
