,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_atm,行权价_atm,成交量(手)_atm,到期剩余天数_atm,期权代码_atm,收盘价_atm,到期ETF收盘价_atm,现期ETF收盘价_atm,monthly_RV_atm,option_type_atm,期权收益率_atm,IV_atm,在值程度_atm,Unnamed: 0_itm,行权价_itm,成交量(手)_itm,到期剩余天数_itm,期权代码_itm,收盘价_itm,到期ETF收盘价_itm,现期ETF收盘价_itm,monthly_RV_itm,option_type_itm,期权收益率_itm,IV_itm,在值程度_itm,Return
62,1147,2017-02-21,2.5,15938.0,29,10000791.SH,0.0046,2.336,2.393,0.0906791660469005,call,-1.0344827586206895,0.1224825233081579,1.04,262,2.4,72676.0,29,10000789.SH,0.03,2.336,2.393,0.0906791660469005,call,-1.0344827586206895,0.1161892892454564,1,1120,2.3,12174.0,29,10000787.SH,0.1,2.336,2.393,0.0906791660469005,call,-0.6620689655172411,0.1074243710090517,0.96,-0.0088965517241379
63,1151,2017-02-22,2.5,2248.0,28,10000763.SH,0.0047,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.12285397926867,1.04,263,2.4,8489.0,28,10000696.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1130,2.3,2213.0,28,10000681.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.009321428571428555
64,1151,2017-02-22,2.5,2248.0,28,10000763.SH,0.0047,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.12285397926867,1.04,263,2.4,8489.0,28,10000696.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1131,2.3,12070.0,28,10000787.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.009321428571428555
65,1151,2017-02-22,2.5,2248.0,28,10000763.SH,0.0047,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.12285397926867,1.04,264,2.4,54784.0,28,10000789.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1130,2.3,2213.0,28,10000681.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.009321428571428555
66,1151,2017-02-22,2.5,2248.0,28,10000763.SH,0.0047,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.12285397926867,1.04,264,2.4,54784.0,28,10000789.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1131,2.3,12070.0,28,10000787.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.009321428571428555
67,1152,2017-02-22,2.5,9978.0,28,10000791.SH,0.0039,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.116557586161375,1.04,263,2.4,8489.0,28,10000696.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1130,2.3,2213.0,28,10000681.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.008464285714285688
68,1152,2017-02-22,2.5,9978.0,28,10000791.SH,0.0039,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.116557586161375,1.04,263,2.4,8489.0,28,10000696.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1131,2.3,12070.0,28,10000787.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.008464285714285688
69,1152,2017-02-22,2.5,9978.0,28,10000791.SH,0.0039,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.116557586161375,1.04,264,2.4,54784.0,28,10000789.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1130,2.3,2213.0,28,10000681.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.008464285714285688
70,1152,2017-02-22,2.5,9978.0,28,10000791.SH,0.0039,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.116557586161375,1.04,264,2.4,54784.0,28,10000789.SH,0.03,2.336,2.396,0.0820807031759522,call,-1.0714285714285714,0.1128519672484994,1,1131,2.3,12070.0,28,10000787.SH,0.1,2.336,2.396,0.0820807031759522,call,-0.6857142857142854,,0.96,-0.008464285714285688
71,1165,2017-03-07,2.45,2482.0,50,10000860.SH,0.0086,2.339,2.354,0.0761266818577179,call,-0.6,0.1051033673020005,1.04,269,2.35,8207.0,50,10000858.SH,0.04,2.339,2.354,0.0761266818577179,call,-0.6,0.0980071994709968,1,1157,2.25,2594.0,50,10000867.SH,0.11,2.339,2.354,0.0761266818577179,call,-0.1145454545454547,,0.96,0.030239999999999982
72,1168,2017-03-08,2.45,6306.0,49,10000860.SH,0.0066,2.339,2.355,0.076126615477396,call,-0.6122448979591837,0.0962079745634198,1.04,270,2.35,13700.0,49,10000858.SH,0.04,2.339,2.355,0.076126615477396,call,-0.6122448979591837,0.0975856756339073,1,1159,2.25,2268.0,49,10000867.SH,0.11,2.339,2.355,0.076126615477396,call,-0.116883116883117,,0.96,0.03208163265306121
73,1177,2017-03-13,2.45,6735.0,44,10000860.SH,0.0056,2.339,2.355,0.0809160273178855,call,-0.6818181818181818,0.0968023517839312,1.04,273,2.35,31647.0,44,10000858.SH,0.03,2.339,2.355,0.0809160273178855,call,-0.6818181818181818,0.0731039144983291,1,1165,2.25,8926.0,44,10000867.SH,0.1,2.339,2.355,0.0809160273178855,call,-0.0750000000000002,,0.96,0.029590909090909067
74,1180,2017-03-14,2.45,6491.0,43,10000860.SH,0.0053,2.339,2.351,0.0790560544865993,call,-0.6976744186046512,0.0994332994888424,1.04,274,2.35,19351.0,43,10000858.SH,0.03,2.339,2.351,0.0790560544865993,call,-0.6976744186046512,0.0813281592723131,1,1167,2.25,4502.0,43,10000867.SH,0.1,2.339,2.351,0.0790560544865993,call,-0.0767441860465118,,0.96,0.03048837209302323
75,1183,2017-03-15,2.45,5849.0,42,10000860.SH,0.0066,2.339,2.354,0.0769947197945304,call,-0.7142857142857143,0.1055610711403787,1.04,275,2.35,28155.0,42,10000858.SH,0.03,2.339,2.354,0.0769947197945304,call,-0.7142857142857143,0.0772045927992463,1,1169,2.25,6985.0,42,10000867.SH,0.1,2.339,2.354,0.0769947197945304,call,-0.0785714285714288,,0.96,0.030285714285714263
76,1192,2017-03-20,2.45,8414.0,37,10000860.SH,0.0036,2.339,2.347,0.0880112725583037,call,-0.8108108108108109,0.0995756353093981,1.04,278,2.35,42951.0,37,10000858.SH,0.03,2.339,2.347,0.0880112725583037,call,-0.8108108108108109,0.096439836515665,1,1175,2.25,11414.0,37,10000867.SH,0.1,2.339,2.347,0.0880112725583037,call,-0.0891891891891894,,0.96,0.03681081081081078
77,1195,2017-03-21,2.45,6644.0,36,10000860.SH,0.0041,2.339,2.353,0.0872919819727082,call,-0.8333333333333334,0.0999468528514504,1.04,279,2.35,46628.0,36,10000858.SH,0.03,2.339,2.353,0.0872919819727082,call,-0.8333333333333334,0.0870225457683801,1,1177,2.25,13858.0,36,10000867.SH,0.1,2.339,2.353,0.0872919819727082,call,-0.0916666666666669,,0.96,0.03741666666666663
78,1210,2017-03-28,2.45,6395.0,29,10000860.SH,0.0034,2.339,2.354,0.0813856730853355,call,-1.0344827586206895,0.1057398253806829,1.04,284,2.35,59311.0,29,10000858.SH,0.03,2.339,2.354,0.0813856730853355,call,-1.0344827586206895,0.0969989278041124,1,1187,2.25,10819.0,29,10000867.SH,0.11,2.339,2.354,0.0813856730853355,call,-0.1974921630094047,0.1082689684032201,0.96,0.036827586206896516
79,1213,2017-03-29,2.45,8032.0,28,10000860.SH,0.0027,2.339,2.352,0.0775558195875389,call,-1.0714285714285714,0.1031339116140604,1.04,285,2.35,61534.0,28,10000858.SH,0.03,2.339,2.352,0.0775558195875389,call,-1.0714285714285714,0.103285307336092,1,1189,2.25,11737.0,28,10000867.SH,0.11,2.339,2.352,0.0775558195875389,call,-0.2045454545454549,0.130792837146163,0.96,0.03889285714285711
80,1219,2017-03-31,2.45,5448.0,26,10000860.SH,0.0022,2.339,2.356,0.0810215782215652,call,-1.1538461538461535,0.0986428230850696,1.04,287,2.35,59479.0,26,10000858.SH,0.03,2.339,2.356,0.0810215782215652,call,-1.1538461538461535,0.0988923280033469,1,1193,2.25,13390.0,26,10000867.SH,0.11,2.339,2.356,0.0810215782215652,call,-0.2202797202797206,0.0835809752998352,0.96,0.042461538461538426
81,1238,2017-04-14,2.45,11868.0,40,10000873.SH,0.004,2.399,2.35,0.0820636104262111,call,-0.75,0.0959811193988323,1.04,295,2.35,21438.0,40,10000871.SH,0.03,2.399,2.35,0.0820636104262111,call,0.4749999999999983,0.0868632822371721,1,1212,2.25,7074.0,40,10000869.SH,0.11,2.399,2.35,0.0820636104262111,call,0.265909090909091,0.1114401723382473,0.96,-0.0022499999999998875
82,1241,2017-04-17,2.45,7050.0,37,10000873.SH,0.0036,2.399,2.353,0.0819838940579485,call,-0.8108108108108109,0.0949470985382795,1.04,296,2.35,29486.0,37,10000871.SH,0.03,2.399,2.353,0.0819838940579485,call,0.5135135135135117,0.0855640208399892,1,1214,2.25,7838.0,37,10000869.SH,0.11,2.399,2.353,0.0819838940579485,call,0.2874692874692876,0.0944185248126983,0.96,-0.0021081081081079887
83,1321,2017-05-18,2.45,1485.0,41,10000747.SH,0.0033,2.548,2.35,0.0813902839268878,call,20.99778270509975,0.0898377909427881,1.04,320,2.35,7236.0,41,10000731.SH,0.03,2.548,2.35,0.0813902839268878,call,4.097560975609755,0.0855458414324224,1,1293,2.25,1711.0,41,10000729.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.03168292682926829
84,1321,2017-05-18,2.45,1485.0,41,10000747.SH,0.0033,2.548,2.35,0.0813902839268878,call,20.99778270509975,0.0898377909427881,1.04,320,2.35,7236.0,41,10000731.SH,0.03,2.548,2.35,0.0813902839268878,call,4.097560975609755,0.0855458414324224,1,1294,2.25,4429.0,41,10000821.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.03168292682926829
85,1321,2017-05-18,2.45,1485.0,41,10000747.SH,0.0033,2.548,2.35,0.0813902839268878,call,20.99778270509975,0.0898377909427881,1.04,321,2.35,42840.0,41,10000798.SH,0.02,2.548,2.35,0.0813902839268878,call,6.512195121951217,0.0534670548862218,1,1293,2.25,1711.0,41,10000729.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.0463170731707317
86,1321,2017-05-18,2.45,1485.0,41,10000747.SH,0.0033,2.548,2.35,0.0813902839268878,call,20.99778270509975,0.0898377909427881,1.04,321,2.35,42840.0,41,10000798.SH,0.02,2.548,2.35,0.0813902839268878,call,6.512195121951217,0.0534670548862218,1,1294,2.25,4429.0,41,10000821.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.0463170731707317
87,1322,2017-05-18,2.45,4424.0,41,10000800.SH,0.0034,2.548,2.35,0.0813902839268878,call,20.35868005738878,0.0905574570639729,1.04,320,2.35,7236.0,41,10000731.SH,0.03,2.548,2.35,0.0813902839268878,call,4.097560975609755,0.0855458414324224,1,1293,2.25,1711.0,41,10000729.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.03175609756097562
88,1322,2017-05-18,2.45,4424.0,41,10000800.SH,0.0034,2.548,2.35,0.0813902839268878,call,20.35868005738878,0.0905574570639729,1.04,320,2.35,7236.0,41,10000731.SH,0.03,2.548,2.35,0.0813902839268878,call,4.097560975609755,0.0855458414324224,1,1294,2.25,4429.0,41,10000821.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.03175609756097562
89,1322,2017-05-18,2.45,4424.0,41,10000800.SH,0.0034,2.548,2.35,0.0813902839268878,call,20.35868005738878,0.0905574570639729,1.04,321,2.35,42840.0,41,10000798.SH,0.02,2.548,2.35,0.0813902839268878,call,6.512195121951217,0.0534670548862218,1,1293,2.25,1711.0,41,10000729.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.04639024390243903
90,1322,2017-05-18,2.45,4424.0,41,10000800.SH,0.0034,2.548,2.35,0.0813902839268878,call,20.35868005738878,0.0905574570639729,1.04,321,2.35,42840.0,41,10000798.SH,0.02,2.548,2.35,0.0813902839268878,call,6.512195121951217,0.0534670548862218,1,1294,2.25,4429.0,41,10000821.SH,0.1,2.548,2.35,0.0813902839268878,call,1.4487804878048782,,0.96,-0.04639024390243903
91,1328,2017-05-19,2.45,944.0,40,10000747.SH,0.0034,2.548,2.355,0.0784860112494961,call,20.8676470588235,0.0881010316717028,1.04,322,2.35,7157.0,40,10000731.SH,0.03,2.548,2.355,0.0784860112494961,call,4.199999999999999,0.0777803137752711,1,1300,2.25,846.0,40,10000729.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.04005
92,1328,2017-05-19,2.45,944.0,40,10000747.SH,0.0034,2.548,2.355,0.0784860112494961,call,20.8676470588235,0.0881010316717028,1.04,322,2.35,7157.0,40,10000731.SH,0.03,2.548,2.355,0.0784860112494961,call,4.199999999999999,0.0777803137752711,1,1301,2.25,2992.0,40,10000821.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.04005
93,1328,2017-05-19,2.45,944.0,40,10000747.SH,0.0034,2.548,2.355,0.0784860112494961,call,20.8676470588235,0.0881010316717028,1.04,323,2.35,40241.0,40,10000798.SH,0.02,2.548,2.355,0.0784860112494961,call,6.674999999999997,0.0446200014903843,1,1300,2.25,846.0,40,10000729.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.055049999999999995
94,1328,2017-05-19,2.45,944.0,40,10000747.SH,0.0034,2.548,2.355,0.0784860112494961,call,20.8676470588235,0.0881010316717028,1.04,323,2.35,40241.0,40,10000798.SH,0.02,2.548,2.355,0.0784860112494961,call,6.674999999999997,0.0446200014903843,1,1301,2.25,2992.0,40,10000821.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.055049999999999995
95,1329,2017-05-19,2.45,4573.0,40,10000800.SH,0.0033,2.548,2.355,0.0784860112494961,call,21.52272727272724,0.0873900678243041,1.04,322,2.35,7157.0,40,10000731.SH,0.03,2.548,2.355,0.0784860112494961,call,4.199999999999999,0.0777803137752711,1,1300,2.25,846.0,40,10000729.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.039975
96,1329,2017-05-19,2.45,4573.0,40,10000800.SH,0.0033,2.548,2.355,0.0784860112494961,call,21.52272727272724,0.0873900678243041,1.04,322,2.35,7157.0,40,10000731.SH,0.03,2.548,2.355,0.0784860112494961,call,4.199999999999999,0.0777803137752711,1,1301,2.25,2992.0,40,10000821.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.039975
97,1329,2017-05-19,2.45,4573.0,40,10000800.SH,0.0033,2.548,2.355,0.0784860112494961,call,21.52272727272724,0.0873900678243041,1.04,323,2.35,40241.0,40,10000798.SH,0.02,2.548,2.355,0.0784860112494961,call,6.674999999999997,0.0446200014903843,1,1300,2.25,846.0,40,10000729.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.054975
98,1329,2017-05-19,2.45,4573.0,40,10000800.SH,0.0033,2.548,2.355,0.0784860112494961,call,21.52272727272724,0.0873900678243041,1.04,323,2.35,40241.0,40,10000798.SH,0.02,2.548,2.355,0.0784860112494961,call,6.674999999999997,0.0446200014903843,1,1301,2.25,2992.0,40,10000821.SH,0.11,2.548,2.355,0.0784860112494961,call,1.2818181818181822,,0.96,-0.054975
99,1342,2017-05-23,2.5,2914.0,36,10000765.SH,0.0031,2.548,2.403,0.0867647969095847,call,12.069892473118292,0.0906009684329033,1.04,326,2.4,22786.0,36,10000739.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1316,2.3,4921.0,36,10000730.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.044250000000000005
100,1342,2017-05-23,2.5,2914.0,36,10000765.SH,0.0031,2.548,2.403,0.0867647969095847,call,12.069892473118292,0.0906009684329033,1.04,326,2.4,22786.0,36,10000739.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1317,2.3,40303.0,36,10000797.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.044250000000000005
101,1342,2017-05-23,2.5,2914.0,36,10000765.SH,0.0031,2.548,2.403,0.0867647969095847,call,12.069892473118292,0.0906009684329033,1.04,327,2.4,100072.0,36,10000799.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1316,2.3,4921.0,36,10000730.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.044250000000000005
102,1342,2017-05-23,2.5,2914.0,36,10000765.SH,0.0031,2.548,2.403,0.0867647969095847,call,12.069892473118292,0.0906009684329033,1.04,327,2.4,100072.0,36,10000799.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1317,2.3,40303.0,36,10000797.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.044250000000000005
103,1343,2017-05-23,2.5,12487.0,36,10000801.SH,0.0026,2.548,2.403,0.0867647969095847,call,14.551282051282064,0.086597803282082,1.04,326,2.4,22786.0,36,10000739.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1316,2.3,4921.0,36,10000730.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.043833333333333335
104,1343,2017-05-23,2.5,12487.0,36,10000801.SH,0.0026,2.548,2.403,0.0867647969095847,call,14.551282051282064,0.086597803282082,1.04,326,2.4,22786.0,36,10000739.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1317,2.3,40303.0,36,10000797.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.043833333333333335
105,1343,2017-05-23,2.5,12487.0,36,10000801.SH,0.0026,2.548,2.403,0.0867647969095847,call,14.551282051282064,0.086597803282082,1.04,327,2.4,100072.0,36,10000799.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1316,2.3,4921.0,36,10000730.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.043833333333333335
106,1343,2017-05-23,2.5,12487.0,36,10000801.SH,0.0026,2.548,2.403,0.0867647969095847,call,14.551282051282064,0.086597803282082,1.04,327,2.4,100072.0,36,10000799.SH,0.02,2.548,2.403,0.0867647969095847,call,5.333333333333339,0.0512387959600686,1,1317,2.3,40303.0,36,10000797.SH,0.09,2.548,2.403,0.0867647969095847,call,1.4629629629629652,,0.96,-0.043833333333333335
107,1347,2017-05-24,2.5,2222.0,35,10000765.SH,0.003,2.548,2.399,0.0867155761264164,call,12.857142857142868,0.0942299358109235,1.04,328,2.4,24149.0,35,10000739.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1325,2.3,4011.0,35,10000730.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.04542857142857142
108,1347,2017-05-24,2.5,2222.0,35,10000765.SH,0.003,2.548,2.399,0.0867155761264164,call,12.857142857142868,0.0942299358109235,1.04,328,2.4,24149.0,35,10000739.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1326,2.3,35774.0,35,10000797.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.04542857142857142
109,1347,2017-05-24,2.5,2222.0,35,10000765.SH,0.003,2.548,2.399,0.0867155761264164,call,12.857142857142868,0.0942299358109235,1.04,329,2.4,67546.0,35,10000799.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1325,2.3,4011.0,35,10000730.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.04542857142857142
110,1347,2017-05-24,2.5,2222.0,35,10000765.SH,0.003,2.548,2.399,0.0867155761264164,call,12.857142857142868,0.0942299358109235,1.04,329,2.4,67546.0,35,10000799.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1326,2.3,35774.0,35,10000797.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.04542857142857142
111,1348,2017-05-24,2.5,8614.0,35,10000801.SH,0.0025,2.548,2.399,0.0867155761264164,call,15.600000000000014,0.0900115980000496,1.04,328,2.4,24149.0,35,10000739.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1325,2.3,4011.0,35,10000730.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.045
112,1348,2017-05-24,2.5,8614.0,35,10000801.SH,0.0025,2.548,2.399,0.0867155761264164,call,15.600000000000014,0.0900115980000496,1.04,328,2.4,24149.0,35,10000739.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1326,2.3,35774.0,35,10000797.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.045
113,1348,2017-05-24,2.5,8614.0,35,10000801.SH,0.0025,2.548,2.399,0.0867155761264164,call,15.600000000000014,0.0900115980000496,1.04,329,2.4,67546.0,35,10000799.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1325,2.3,4011.0,35,10000730.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.045
114,1348,2017-05-24,2.5,8614.0,35,10000801.SH,0.0025,2.548,2.399,0.0867155761264164,call,15.600000000000014,0.0900115980000496,1.04,329,2.4,67546.0,35,10000799.SH,0.02,2.548,2.399,0.0867155761264164,call,5.485714285714291,0.059982256535083,1,1326,2.3,35774.0,35,10000797.SH,0.09,2.548,2.399,0.0867155761264164,call,1.504761904761907,,0.96,-0.045
115,1358,2017-06-01,2.6,17654.0,27,10000917.SH,0.0041,2.548,2.49,0.1283878678209623,call,-1.1111111111111112,0.1207568504954576,1.04,336,2.5,8849.0,27,10000765.SH,0.03,2.548,2.49,0.1283878678209623,call,0.6666666666666683,0.1212144947292208,1,1373,2.4,3800.0,27,10000739.SH,0.1,2.548,2.49,0.1283878678209623,call,0.5333333333333348,0.1289830026171207,0.96,0.008777777777777822
116,1358,2017-06-01,2.6,17654.0,27,10000917.SH,0.0041,2.548,2.49,0.1283878678209623,call,-1.1111111111111112,0.1207568504954576,1.04,336,2.5,8849.0,27,10000765.SH,0.03,2.548,2.49,0.1283878678209623,call,0.6666666666666683,0.1212144947292208,1,1374,2.4,34690.0,27,10000799.SH,0.1,2.548,2.49,0.1283878678209623,call,0.5333333333333348,0.1289830026171207,0.96,0.008777777777777822
117,1358,2017-06-01,2.6,17654.0,27,10000917.SH,0.0041,2.548,2.49,0.1283878678209623,call,-1.1111111111111112,0.1207568504954576,1.04,337,2.5,57003.0,27,10000801.SH,0.03,2.548,2.49,0.1283878678209623,call,0.6666666666666683,0.1212144947292208,1,1373,2.4,3800.0,27,10000739.SH,0.1,2.548,2.49,0.1283878678209623,call,0.5333333333333348,0.1289830026171207,0.96,0.008777777777777822
118,1358,2017-06-01,2.6,17654.0,27,10000917.SH,0.0041,2.548,2.49,0.1283878678209623,call,-1.1111111111111112,0.1207568504954576,1.04,337,2.5,57003.0,27,10000801.SH,0.03,2.548,2.49,0.1283878678209623,call,0.6666666666666683,0.1212144947292208,1,1374,2.4,34690.0,27,10000799.SH,0.1,2.548,2.49,0.1283878678209623,call,0.5333333333333348,0.1289830026171207,0.96,0.008777777777777822
119,1362,2017-06-06,2.55,9223.0,50,10000911.SH,0.0135,2.677,2.457,0.1389878209328303,call,5.044444444444454,0.1175222868547141,1.04,340,2.45,11020.0,50,10000904.SH,0.04,2.677,2.457,0.1389878209328303,call,2.804999999999997,0.0887256284320056,1,1391,2.35,4828.0,50,10000902.SH,0.12,2.677,2.457,0.1389878209328303,call,1.0349999999999997,0.1086662927666306,0.96,-0.03209999999999973
